repo,source_path,current_role,correct_owner,action,target_path,risk,reason,import_rewrite,approved
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/vi_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/adam,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Alex,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Alicia,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Andrea,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Andy,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/anika,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/anikaRobot,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Annie,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/announcer,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/antonio,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/AnxiousAndy,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/aunty,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/belinda,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/benjamin,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/boris,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/caleb,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/croak,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/david,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Demonic,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Denis,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Diogo,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/ed,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/edward,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/edward2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/f1,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/f2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/f3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/f4,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/f5,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/fast,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Gene,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Gene2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/grandma,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/grandpa,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/gustave,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Henrique,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Hugo,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/ian,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/iven,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/iven2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/iven3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/iven4,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Jacky,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/john,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/kaukovalta,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/klatt,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/klatt2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/klatt3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/klatt4,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/klatt5,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/klatt6,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Lee,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/linda,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m1,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m4,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m5,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m6,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m7,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/m8,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/marcelo,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Marco,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Mario,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/max,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Michael,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/michel,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/miguel,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Mike,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/mike2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Mr serious,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Nguyen,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/norbert,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/pablo,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/paul,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/pedro,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/quincy,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Reed,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/RicishayMax,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/RicishayMax2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/RicishayMax3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/rob,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robert,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft4,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft5,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft6,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft7,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/robosoft8,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/sandro,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/shelby,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/steph,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/steph2,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/steph3,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Storm,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/travis,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/Tweaky,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/UniRobot,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/victor,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/whisper,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/whisperf,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/voices/!v/zac,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/yue_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng.dll,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/libtashkeel_model.ort,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/onnxruntime.dll,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/onnxruntime_providers_shared.dll,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/piper.exe,binary,External,EXTERNALIZE,,high,model or binary artifact,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/piper_phonemize.dll,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_models/en_US-lessac-medium.onnx,binary,External,EXTERNALIZE,,high,large asset artifact,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/temp_piper/piper.zip,binary,External,EXTERNALIZE,,high,large asset artifact,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/vosk_models/model.zip,binary,External,EXTERNALIZE,,high,large asset artifact,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/contracts/agent-contracts.ts,import,External,QUARANTINE,,medium,broken import path ./capability-vocab.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/contracts/job-contract.ts,import,External,QUARANTINE,,medium,broken import path ./capability-vocab.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/capture-state.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/kill-process.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/open-app.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/read-file.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/run-terminal.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/write-file.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/tools/read-file.ts,import,External,QUARANTINE,,medium,broken import path ../lib/path-guard.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/tools/run-terminal.ts,import,External,QUARANTINE,,medium,broken import path ../lib/path-guard.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/desktop-commander-agent-mcp/tools/write-file.ts,import,External,QUARANTINE,,medium,broken import path ../lib/path-guard.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/health-sweep.ts,import,External,QUARANTINE,,medium,broken import path ./index.ts,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./lib/session-store.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/build-context-packet.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/compress-session.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/fetch-related-episodes.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/recall-context.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/write-summary.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/tools/build-context-packet.ts,import,External,QUARANTINE,,medium,broken import path ./recall-context.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/memory-agent-mcp/tools/recall-context.ts,import,External,QUARANTINE,,medium,broken import path ../lib/session-store.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./contracts/agent-contracts.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/break-into-steps.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/choose-agent.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/make-plan.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/suggest-recovery.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/index.ts,import,External,QUARANTINE,,medium,broken import path ./tools/summarize-mission.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/test/health-check.node.js,import,External,QUARANTINE,,medium,broken import path ../dist/tools/make-plan.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/test/health-check.node.js,import,External,QUARANTINE,,medium,broken import path ../dist/tools/choose-agent.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/test/health-check.node.js,import,External,QUARANTINE,,medium,broken import path ../dist/tools/summarize-mission.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/tools/choose-agent.ts,import,External,QUARANTINE,,medium,broken import path ../contracts/agent-contracts.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/tools/choose-agent.ts,import,External,QUARANTINE,,medium,broken import path ../contracts/intent-router-map.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/tools/make-plan.ts,import,External,QUARANTINE,,medium,broken import path ../contracts/agent-contracts.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/tools/make-plan.ts,import,External,QUARANTINE,,medium,broken import path ../contracts/intent-router-map.js,false,false
LeeWay-Standards,LeeWay-Standards/adapters/mcp/planner-agent-mcp/tools/summarize-mission.ts,import,External,QUARANTINE,,medium,broken import path ../contracts/agent-contracts.js,false,false
LeeWay-Standards,LeeWay-Standards/contracts/agent-contracts.ts,import,External,QUARANTINE,,medium,broken import path ./capability-vocab.js,false,false
LeeWay-Standards,LeeWay-Standards/contracts/job-contract.ts,import,External,QUARANTINE,,medium,broken import path ./capability-vocab.js,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L2_Controller_VRM/mosfet.regulator.ts,import,External,QUARANTINE,,medium,broken import path ../L1_Governance_BIOS/identity.bios,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L3_Persistence_Memory/Pallium.tsx,import,External,QUARANTINE,,medium,broken import path ./core/eventBus,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L5_Skill_Capability/atom.gating.ts,import,External,QUARANTINE,,medium,broken import path ../L3_Persistence_Memory/database.hub,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L5_Skill_Capability/atom.gating.ts,import,External,QUARANTINE,,medium,broken import path ../L9_Integrity_Sentinel/probe.analyzer,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L6_Dispatch_Center/rtc.sovereign.node.ts,import,External,QUARANTINE,,medium,broken import path ./eventBus,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L7_Execution_Die/gpu.alu.ts,import,External,QUARANTINE,,medium,broken import path ../pipeline/pipeline.cache,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L7_Execution_Die/gpu.alu.ts,import,External,QUARANTINE,,medium,broken import path ../buffers/buffer.pool,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L7_Execution_Die/gpu.alu.ts,import,External,QUARANTINE,,medium,broken import path ./shaders/tensor_matmul.wgsl,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L7_Execution_Die/qwen.alu.ts,import,External,QUARANTINE,,medium,broken import path ../L9_Integrity_Sentinel/probe.analyzer,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L8_Telemetry_Assembly/Diagnostics.tsx,import,External,QUARANTINE,,medium,broken import path ../lib/utils,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L8_Telemetry_Assembly/Diagnostics.tsx,import,External,QUARANTINE,,medium,broken import path ../core/eventBus,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L8_Telemetry_Assembly/janitor.audit.ts,import,External,QUARANTINE,,medium,broken import path ../L10_Orchestrator_Kernel/leeway.kernel,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L8_Telemetry_Assembly/janitor.audit.ts,import,External,QUARANTINE,,medium,broken import path ../L9_Integrity_Sentinel/probe.analyzer,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L9_Integrity_Sentinel/probe.analyzer.ts,import,External,QUARANTINE,,medium,broken import path ../L1_Governance_BIOS/identity.bios,false,false
LeeWay-Standards,LeeWay-Standards/governance/layers/L9_Integrity_Sentinel/probe.analyzer.ts,import,External,QUARANTINE,,medium,broken import path ../L8_Telemetry_Assembly/janitor.audit,false,false
